96
21
35
[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]
[[0,1],
[0,2],
[1,2],
[1,3],
[2,4],
[2,6],
[3,4],
[3,9],
[4,5],
[4,7],
[5,8],
[6,8],
[6,13],
[6,14],
[7,8],
[7,10],
[7,11],
[8,12],
[9,10],
[9,20],
[10,19],
[10,20],
[11,12],
[11,18],
[11,19],
[12,13],
[12,17],
[13,14],
[13,16],
[14,15],
[15,16],
[16,17],
[17,18],
[18,19],
[19,20]]
[[6,8,16.0],
[5,21,4.0],
[15,19,6.0],
[8,14,14.0],
[4,5,10.0],
[6,10,12.0],
[1,9,6.0],
[15,19,14.0],
[3,21,2.0],
[10,13,4.0],
[9,12,12.0],
[10,16,12.0],
[5,7,12.0],
[19,21,4.0],
[7,17,8.0],
[2,5,12.0],
[8,12,12.0],
[5,20,16.0],
[4,10,8.0],
[11,19,16.0],
[16,19,12.0],
[6,9,12.0],
[6,20,4.0],
[3,12,6.0],
[5,11,2.0],
[2,16,14.0],
[8,10,2.0],
[10,17,12.0],
[1,12,6.0],
[1,15,16.0],
[18,20,6.0],
[6,8,6.0],
[1,15,10.0],
[3,16,6.0],
[12,20,8.0],
[8,14,10.0],
[5,12,8.0],
[1,21,4.0],
[1,12,10.0],
[10,19,8.0],
[8,21,8.0],
[10,14,14.0],
[1,15,8.0],
[7,10,14.0],
[6,7,10.0],
[10,21,16.0],
[1,19,14.0],
[2,17,14.0],
[8,11,10.0],
[9,13,4.0],
[4,21,2.0],
[7,12,2.0],
[3,18,12.0],
[3,10,4.0],
[5,8,10.0],
[14,19,14.0],
[5,6,4.0],
[1,21,16.0],
[5,7,8.0],
[12,19,2.0],
[6,19,6.0],
[9,13,6.0],
[3,21,16.0],
[14,16,2.0],
[4,14,6.0],
[15,16,2.0],
[2,4,4.0],
[2,12,8.0],
[1,16,12.0],
[6,12,6.0],
[15,20,8.0],
[9,17,14.0],
[6,11,8.0],
[8,16,12.0],
[4,21,2.0],
[3,12,4.0],
[10,21,14.0],
[5,9,8.0],
[16,18,6.0],
[1,2,6.0],
[6,11,16.0],
[10,21,16.0],
[11,17,14.0],
[7,17,10.0],
[9,21,2.0],
[14,21,10.0],
[2,16,14.0],
[5,9,8.0],
[3,13,8.0],
[4,19,4.0],
[4,12,16.0],
[4,17,4.0],
[5,7,14.0],
[16,21,4.0],
[4,5,12.0],
[2,6,12.0],
[11,16,14.0],
[4,21,16.0],
[19,20,8.0],
[6,9,16.0],
[2,5,14.0],
[12,14,16.0],
[6,20,6.0],
[3,12,16.0],
[7,12,4.0],
[3,11,16.0],
[1,4,2.0],
[15,18,2.0],
[1,6,4.0],
[15,17,4.0],
[2,6,2.0],
[3,15,8.0],
[14,20,16.0],
[15,19,14.0],
[6,15,14.0],
[7,15,6.0],
[5,20,2.0],
[20,21,8.0],
[5,12,2.0],
[4,9,14.0],
[14,21,6.0],
[2,4,12.0],
[15,18,14.0],
[1,17,14.0],
[14,16,8.0],
[8,16,14.0],
[11,18,10.0],
[5,7,2.0],
[1,5,10.0],
[15,17,6.0],
[9,16,6.0],
[4,14,14.0],
[16,19,2.0],
[4,21,12.0],
[15,19,12.0],
[8,13,14.0],
[4,5,14.0],
[4,10,8.0],
[4,12,6.0],
[5,18,2.0],
[8,9,14.0],
[2,3,6.0],
[11,15,10.0],
[12,19,2.0],
[3,18,8.0],
[1,21,8.0],
[2,5,8.0],
[3,8,14.0],
[2,10,4.0],
[12,13,6.0],
[4,14,14.0],
[13,14,2.0],
[6,10,16.0],
[4,6,2.0],
[9,19,8.0],
[9,21,16.0],
[4,20,10.0],
[3,9,10.0],
[13,14,8.0],
[13,21,10.0],
[1,4,4.0],
[10,14,2.0],
[10,20,14.0],
[5,16,6.0],
[2,6,6.0],
[9,19,12.0],
[2,17,8.0],
[8,10,8.0],
[2,8,14.0],
[5,15,10.0],
[10,15,6.0],
[5,18,14.0],
[2,3,16.0],
[1,21,12.0],
[7,21,6.0],
[3,17,12.0],
[9,18,10.0],
[11,14,12.0],
[16,19,14.0],
[6,14,8.0]]
