384
21
35
[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]
[[0,1],
[0,2],
[1,2],
[1,3],
[2,4],
[2,6],
[3,4],
[3,9],
[4,5],
[4,7],
[5,8],
[6,8],
[6,13],
[6,14],
[7,8],
[7,10],
[7,11],
[8,12],
[9,10],
[9,20],
[10,19],
[10,20],
[11,12],
[11,18],
[11,19],
[12,13],
[12,17],
[13,14],
[13,16],
[14,15],
[15,16],
[16,17],
[17,18],
[18,19],
[19,20]]
[[4,11,12.0],
[1,6,2.0],
[5,21,12.0],
[3,16,8.0],
[10,12,4.0],
[7,11,10.0],
[1,6,14.0],
[1,3,12.0],
[6,14,4.0],
[4,13,10.0],
[4,12,16.0],
[9,15,16.0],
[17,18,12.0],
[18,20,10.0],
[8,19,6.0],
[5,12,6.0],
[11,20,4.0],
[11,21,16.0],
[1,18,10.0],
[18,21,14.0],
[3,11,10.0],
[10,18,6.0],
[9,16,12.0],
[4,17,12.0],
[1,5,14.0],
[7,10,10.0],
[1,18,6.0],
[15,16,10.0],
[1,17,10.0],
[6,15,8.0],
[6,19,14.0],
[5,7,12.0],
[9,20,8.0],
[10,16,16.0],
[10,21,4.0],
[11,12,14.0],
[3,18,8.0],
[1,9,6.0],
[2,11,4.0],
[6,14,12.0],
[9,11,16.0],
[5,21,6.0],
[10,13,10.0],
[7,10,12.0],
[7,11,16.0],
[6,16,8.0],
[6,16,2.0],
[9,13,14.0],
[16,21,16.0],
[3,6,14.0],
[19,21,10.0],
[13,16,8.0],
[2,17,6.0],
[5,17,6.0],
[5,12,6.0],
[1,17,4.0],
[2,19,4.0],
[4,8,16.0],
[9,12,2.0],
[1,3,6.0],
[7,10,10.0],
[7,11,6.0],
[16,21,8.0],
[4,18,2.0],
[7,16,12.0],
[14,19,8.0],
[3,9,8.0],
[6,14,6.0],
[5,6,12.0],
[6,16,12.0],
[2,14,16.0],
[4,17,2.0],
[12,16,6.0],
[2,16,2.0],
[3,18,14.0],
[4,12,12.0],
[5,7,8.0],
[2,20,8.0],
[7,8,12.0],
[1,11,6.0],
[14,20,14.0],
[1,6,16.0],
[10,12,16.0],
[2,9,6.0],
[1,19,6.0],
[3,7,6.0],
[2,14,16.0],
[11,15,14.0],
[12,20,16.0],
[4,10,14.0],
[7,17,12.0],
[6,7,8.0],
[9,21,2.0],
[18,20,6.0],
[5,9,12.0],
[11,12,2.0],
[3,4,8.0],
[1,3,14.0],
[15,18,8.0],
[2,3,6.0],
[4,19,8.0],
[4,20,12.0],
[9,12,4.0],
[8,18,14.0],
[1,8,4.0],
[3,17,4.0],
[4,17,12.0],
[2,21,6.0],
[10,15,16.0],
[4,14,8.0],
[8,10,14.0],
[3,12,8.0],
[2,20,14.0],
[5,18,8.0],
[5,15,10.0],
[4,17,14.0],
[15,20,8.0],
[3,13,12.0],
[4,11,10.0],
[8,14,14.0],
[12,13,8.0],
[5,16,12.0],
[11,15,8.0],
[7,8,2.0],
[2,6,8.0],
[14,21,10.0],
[6,18,8.0],
[3,8,16.0],
[3,12,16.0],
[10,21,2.0],
[4,15,8.0],
[3,13,4.0],
[17,18,2.0],
[17,19,6.0],
[1,5,10.0],
[2,17,4.0],
[1,7,14.0],
[15,21,6.0],
[10,14,10.0],
[11,21,12.0],
[11,21,2.0],
[5,21,10.0],
[11,20,14.0],
[1,16,12.0],
[5,15,6.0],
[9,20,16.0],
[7,11,16.0],
[8,14,10.0],
[10,11,10.0],
[5,11,2.0],
[7,15,4.0],
[2,8,16.0],
[5,20,16.0],
[13,21,10.0],
[2,3,16.0],
[3,16,4.0],
[2,21,16.0],
[14,16,4.0],
[3,7,8.0],
[5,14,12.0],
[8,18,12.0],
[1,14,12.0],
[6,21,6.0],
[1,9,10.0],
[2,8,12.0],
[2,19,8.0],
[20,21,8.0],
[1,6,14.0],
[6,7,4.0],
[2,16,14.0],
[6,8,4.0],
[5,18,16.0],
[3,4,6.0],
[13,19,2.0],
[18,20,6.0],
[6,18,16.0],
[18,21,10.0],
[9,10,14.0],
[2,11,14.0],
[12,19,4.0],
[4,8,4.0],
[10,18,6.0],
[12,19,10.0],
[2,20,14.0],
[1,5,8.0],
[9,20,16.0],
[20,21,16.0],
[7,12,12.0],
[1,21,10.0],
[14,21,10.0],
[6,16,4.0],
[11,18,8.0],
[14,18,10.0],
[17,18,4.0],
[1,12,12.0],
[9,11,10.0],
[12,19,6.0],
[7,19,14.0],
[2,8,16.0],
[1,13,4.0],
[17,19,8.0],
[17,21,4.0],
[5,11,10.0],
[3,16,10.0],
[7,11,10.0],
[8,14,16.0],
[1,16,4.0],
[5,18,4.0],
[11,18,2.0],
[14,21,8.0]]
