40
21
35
[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]
[[0,1],
[0,2],
[1,2],
[1,3],
[2,4],
[2,6],
[3,4],
[3,9],
[4,5],
[4,7],
[5,8],
[6,8],
[6,13],
[6,14],
[7,8],
[7,10],
[7,11],
[8,12],
[9,10],
[9,20],
[10,19],
[10,20],
[11,12],
[11,18],
[11,19],
[12,13],
[12,17],
[13,14],
[13,16],
[14,15],
[15,16],
[16,17],
[17,18],
[18,19],
[19,20]]
[[2,12,4.0],
[13,16,16.0],
[10,19,8.0],
[2,20,14.0],
[10,21,16.0],
[15,17,4.0],
[1,19,2.0],
[15,21,16.0],
[9,13,6.0],
[2,8,8.0],
[13,21,8.0],
[11,21,16.0],
[16,19,14.0],
[9,15,10.0],
[1,6,16.0],
[4,20,8.0],
[19,21,8.0],
[8,13,16.0],
[7,19,14.0],
[9,15,2.0],
[2,16,16.0],
[7,14,12.0],
[15,18,10.0],
[17,18,8.0],
[6,10,4.0],
[10,11,2.0],
[10,12,12.0],
[6,9,16.0],
[8,20,10.0],
[3,8,10.0],
[8,13,8.0],
[7,15,10.0],
[5,9,8.0],
[6,19,14.0],
[2,13,8.0],
[8,12,12.0],
[14,17,12.0],
[1,20,4.0],
[11,17,10.0],
[18,20,6.0],
[13,21,12.0],
[16,19,14.0],
[3,13,2.0],
[6,9,6.0],
[11,12,14.0],
[3,16,6.0],
[5,14,10.0],
[4,20,2.0],
[10,16,8.0],
[7,10,14.0],
[7,11,8.0],
[7,11,8.0],
[7,16,2.0],
[9,17,10.0],
[1,13,14.0],
[9,10,4.0],
[16,18,14.0],
[2,11,16.0],
[1,8,2.0],
[4,15,10.0],
[3,11,12.0],
[5,20,6.0],
[11,15,12.0],
[2,13,16.0]]
