200
21
35
[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20]
[[0,1],
[0,2],
[1,2],
[1,3],
[2,4],
[2,6],
[3,4],
[3,9],
[4,5],
[4,7],
[5,8],
[6,8],
[6,13],
[6,14],
[7,8],
[7,10],
[7,11],
[8,12],
[9,10],
[9,20],
[10,19],
[10,20],
[11,12],
[11,18],
[11,19],
[12,13],
[12,17],
[13,14],
[13,16],
[14,15],
[15,16],
[16,17],
[17,18],
[18,19],
[19,20]]
[[12,14,16.0],
[4,17,4.0],
[2,20,10.0],
[13,18,12.0],
[12,20,4.0],
[2,20,14.0],
[4,17,16.0],
[4,6,8.0],
[1,14,8.0],
[11,16,10.0],
[5,14,10.0],
[5,17,12.0],
[11,16,10.0],
[6,21,6.0],
[14,16,14.0],
[4,17,8.0],
[3,5,10.0],
[7,9,10.0],
[12,16,4.0],
[2,18,14.0],
[7,12,6.0],
[4,10,10.0],
[10,16,10.0],
[15,19,6.0],
[10,11,14.0],
[3,6,2.0],
[3,4,14.0],
[15,20,8.0],
[3,6,8.0],
[1,16,6.0],
[3,11,2.0],
[9,16,16.0],
[6,9,2.0],
[3,15,16.0],
[3,5,8.0],
[4,16,10.0],
[4,9,14.0],
[11,19,6.0],
[2,11,6.0],
[15,19,12.0],
[7,19,2.0],
[10,16,16.0],
[1,7,10.0],
[3,18,4.0],
[9,17,2.0],
[14,20,2.0],
[13,19,8.0],
[7,12,6.0],
[3,13,8.0],
[14,15,12.0],
[11,15,8.0],
[13,21,4.0],
[14,20,4.0],
[4,20,16.0],
[4,11,6.0],
[5,7,12.0],
[4,15,2.0],
[3,17,2.0],
[1,20,16.0],
[2,19,8.0],
[11,14,4.0],
[2,10,6.0],
[1,9,4.0],
[3,20,8.0],
[1,3,6.0],
[10,19,16.0],
[6,13,6.0],
[10,18,16.0],
[17,19,14.0],
[5,6,8.0],
[9,15,4.0],
[4,20,6.0],
[5,6,4.0],
[10,16,12.0],
[14,15,10.0],
[1,16,8.0],
[12,18,14.0],
[9,13,16.0],
[9,20,14.0],
[5,8,6.0],
[1,20,12.0],
[4,10,14.0],
[9,19,4.0],
[10,16,14.0],
[2,14,16.0],
[12,20,16.0],
[7,15,14.0],
[5,6,16.0],
[16,19,2.0],
[2,5,4.0],
[4,15,2.0],
[6,11,14.0],
[3,12,8.0],
[8,12,6.0],
[2,13,2.0],
[8,17,2.0],
[6,10,6.0],
[17,21,2.0],
[15,16,2.0],
[4,5,4.0],
[6,8,2.0],
[1,10,16.0],
[1,17,6.0],
[5,14,16.0],
[7,12,12.0],
[9,21,12.0],
[6,9,6.0],
[5,12,8.0],
[12,14,12.0],
[6,19,6.0],
[8,9,14.0],
[8,13,12.0],
[6,14,10.0],
[3,18,2.0],
[7,12,8.0],
[8,10,8.0],
[13,17,4.0],
[7,20,14.0],
[8,11,16.0],
[2,8,10.0],
[13,20,12.0],
[5,18,10.0],
[9,12,4.0],
[8,19,4.0],
[13,18,14.0],
[5,20,10.0],
[10,12,12.0],
[11,15,6.0],
[10,17,4.0],
[1,13,4.0],
[3,19,14.0],
[3,10,14.0],
[14,16,12.0],
[15,16,16.0],
[11,18,14.0],
[2,13,10.0],
[9,15,14.0],
[1,3,10.0],
[8,9,16.0],
[5,16,6.0],
[1,15,4.0],
[2,11,2.0],
[4,11,16.0],
[11,20,4.0],
[3,10,16.0],
[2,13,8.0],
[10,19,16.0],
[8,21,2.0],
[5,13,6.0],
[9,11,2.0],
[7,11,10.0],
[6,13,10.0],
[15,21,4.0],
[7,9,10.0],
[5,10,12.0],
[10,16,10.0],
[7,14,16.0],
[8,19,16.0],
[7,15,16.0],
[2,11,8.0],
[6,21,12.0],
[10,15,12.0],
[16,20,4.0],
[10,13,16.0],
[7,17,4.0],
[6,9,10.0],
[15,20,16.0],
[10,17,12.0],
[3,8,16.0],
[7,14,4.0],
[3,21,14.0],
[1,4,8.0],
[9,10,12.0],
[2,19,14.0],
[2,21,8.0],
[1,12,10.0],
[6,18,10.0],
[17,18,10.0],
[13,21,8.0],
[3,10,4.0],
[6,9,8.0],
[8,13,2.0],
[1,6,4.0],
[7,14,6.0],
[20,21,2.0],
[17,20,12.0],
[17,18,2.0],
[2,7,12.0],
[1,14,14.0],
[20,21,8.0],
[4,18,8.0],
[13,17,8.0],
[1,9,8.0],
[8,16,4.0],
[3,16,12.0],
[13,17,8.0],
[11,20,6.0],
[14,20,12.0],
[18,20,8.0],
[9,17,4.0],
[1,14,4.0],
[11,18,4.0],
[10,13,8.0],
[8,13,14.0],
[1,4,4.0],
[12,17,8.0],
[4,11,14.0],
[4,5,8.0],
[4,17,12.0],
[4,14,10.0]]
