Iteration, Throughput, GoSAgg, GoSSep
0, 151100, 1511, 1511
1, 151100, 1511, 1511
2, 151200, 1512, 1512
3, 151200, 1512, 1512
4, 151200, 1512, 1512
5, 151200, 1512, 1512
6, 151200, 1512, 1512
7, 151200, 1512, 1512
8, 151300, 1513, 1513
9, 151300, 1513, 1513
10, 151300, 1513, 1513
11, 151300, 1513, 1513
12, 151300, 1513, 1513
13, 151300, 1513, 1513
14, 151300, 1513, 1513
15, 151400, 1514, 1514
16, 151400, 1514, 1514
17, 151400, 1514, 1514
18, 151400, 1514, 1514
19, 151400, 1514, 1514
20, 151500, 1515, 1515
21, 151500, 1515, 1515
22, 151500, 1515, 1515
23, 151500, 1515, 1515
24, 151500, 1515, 1515
25, 151500, 1515, 1515
26, 151500, 1515, 1515
27, 151500, 1515, 1515
28, 151600, 1516, 1516
29, 151700, 1517, 1517
30, 151700, 1517, 1517
31, 151700, 1517, 1517
32, 151700, 1517, 1517
33, 151700, 1517, 1517
34, 151700, 1517, 1517
35, 151700, 1517, 1517
36, 151800, 1518, 1518
37, 151800, 1518, 1518
38, 151800, 1518, 1518
39, 151800, 1518, 1518
40, 151800, 1518, 1518
41, 151800, 1518, 1518
42, 151800, 1518, 1518
43, 151800, 1518, 1518
44, 151800, 1518, 1518
45, 151800, 1518, 1518
46, 151800, 1518, 1518
47, 151800, 1518, 1518
48, 151800, 1518, 1518
49, 151800, 1518, 1518
50, 151800, 1518, 1518
51, 151800, 1518, 1518
52, 151800, 1518, 1518
53, 151800, 1518, 1518
54, 151800, 1518, 1518
55, 151800, 1518, 1518
56, 151800, 1518, 1518
57, 151800, 1518, 1518
58, 151800, 1518, 1518
59, 151900, 1519, 1519
60, 151900, 1519, 1519
61, 151900, 1519, 1519
62, 152000, 1520, 1520
63, 152000, 1520, 1520
64, 152100, 1521, 1521
65, 152100, 1521, 1521
66, 152100, 1521, 1521
67, 152100, 1521, 1521
68, 152100, 1521, 1521
69, 152100, 1521, 1521
70, 152100, 1521, 1521
71, 152100, 1521, 1521
72, 152200, 1522, 1522
73, 152200, 1522, 1522
74, 152300, 1523, 1523
75, 152300, 1523, 1523
76, 152300, 1523, 1523
77, 152300, 1523, 1523
78, 152400, 1524, 1524
79, 152400, 1524, 1524
80, 152400, 1524, 1524
81, 152400, 1524, 1524
82, 152400, 1524, 1524
83, 152400, 1524, 1524
84, 152400, 1524, 1524
85, 152400, 1524, 1524
86, 152500, 1525, 1525
87, 152500, 1525, 1525
88, 152400, 1524, 1524
89, 152400, 1524, 1524
90, 152400, 1524, 1524
91, 152400, 1524, 1524
92, 152400, 1524, 1524
93, 152400, 1524, 1524
94, 152400, 1524, 1524
95, 152400, 1524, 1524
96, 152400, 1524, 1524
97, 152400, 1524, 1524
98, 152400, 1524, 1524
99, 152400, 1524, 1524
100, 152400, 1524, 1524
101, 152400, 1524, 1524
102, 152400, 1524, 1524
103, 152400, 1524, 1524
104, 152400, 1524, 1524
105, 152300, 1523, 1523
106, 152400, 1524, 1524
107, 152400, 1524, 1524
108, 152400, 1524, 1524
109, 152400, 1524, 1524
110, 152400, 1524, 1524
111, 152400, 1524, 1524
112, 152400, 1524, 1524
113, 152400, 1524, 1524
114, 152400, 1524, 1524
115, 152400, 1524, 1524
116, 152300, 1523, 1523
117, 152300, 1523, 1523
118, 152300, 1523, 1523
119, 152300, 1523, 1523
120, 152300, 1523, 1523
121, 152300, 1523, 1523
122, 152300, 1523, 1523
123, 152300, 1523, 1523
124, 152300, 1523, 1523
125, 152200, 1522, 1522
126, 152200, 1522, 1522
127, 152300, 1523, 1523
128, 152300, 1523, 1523
129, 152300, 1523, 1523
130, 152300, 1523, 1523
131, 152300, 1523, 1523
132, 152300, 1523, 1523
133, 152200, 1522, 1522
134, 152300, 1523, 1523
135, 152300, 1523, 1523
136, 152300, 1523, 1523
137, 152300, 1523, 1523
138, 152300, 1523, 1523
139, 152200, 1522, 1522
140, 152300, 1523, 1523
141, 152300, 1523, 1523
142, 152300, 1523, 1523
143, 152300, 1523, 1523
144, 152200, 1522, 1522
145, 152200, 1522, 1522
146, 152200, 1522, 1522
147, 152200, 1522, 1522
148, 152200, 1522, 1522
149, 152200, 1522, 1522
150, 152200, 1522, 1522
151, 152200, 1522, 1522
152, 152200, 1522, 1522
153, 152200, 1522, 1522
154, 152200, 1522, 1522
155, 152200, 1522, 1522
156, 152200, 1522, 1522
157, 152200, 1522, 1522
158, 152200, 1522, 1522
159, 152200, 1522, 1522
160, 152200, 1522, 1522
161, 152200, 1522, 1522
162, 152300, 1523, 1523
163, 152300, 1523, 1523
164, 152300, 1523, 1523
165, 152300, 1523, 1523
166, 152300, 1523, 1523
167, 152300, 1523, 1523
168, 152300, 1523, 1523
169, 152300, 1523, 1523
170, 152400, 1524, 1524
171, 152400, 1524, 1524
172, 152400, 1524, 1524
173, 152400, 1524, 1524
174, 152400, 1524, 1524
175, 152400, 1524, 1524
176, 152500, 1525, 1525
177, 152500, 1525, 1525
178, 152500, 1525, 1525
179, 152500, 1525, 1525
180, 152600, 1526, 1526
181, 152600, 1526, 1526
182, 152600, 1526, 1526
183, 152600, 1526, 1526
184, 152600, 1526, 1526
185, 152600, 1526, 1526
186, 152600, 1526, 1526
187, 152600, 1526, 1526
188, 152600, 1526, 1526
189, 152600, 1526, 1526
190, 152600, 1526, 1526
191, 152600, 1526, 1526
192, 152600, 1526, 1526
193, 152600, 1526, 1526
194, 152600, 1526, 1526
195, 152600, 1526, 1526
196, 152600, 1526, 1526
197, 152600, 1526, 1526
198, 152600, 1526, 1526
199, 152600, 1526, 1526
200, 152600, 1526, 1526
201, 152600, 1526, 1526
202, 152600, 1526, 1526
203, 152600, 1526, 1526
204, 152600, 1526, 1526
205, 152600, 1526, 1526
206, 152600, 1526, 1526
207, 152600, 1526, 1526
208, 152600, 1526, 1526
209, 152600, 1526, 1526
210, 152600, 1526, 1526
211, 152500, 1525, 1525
212, 152500, 1525, 1525
213, 152500, 1525, 1525
214, 152500, 1525, 1525
215, 152600, 1526, 1526
216, 152500, 1525, 1525
217, 152500, 1525, 1525
218, 152500, 1525, 1525
219, 152500, 1525, 1525
220, 152500, 1525, 1525
221, 152500, 1525, 1525
222, 152500, 1525, 1525
223, 152500, 1525, 1525
224, 152500, 1525, 1525
225, 152500, 1525, 1525
226, 152500, 1525, 1525
227, 152500, 1525, 1525
228, 152500, 1525, 1525
229, 152500, 1525, 1525
230, 152500, 1525, 1525
231, 152500, 1525, 1525
232, 152500, 1525, 1525
233, 152500, 1525, 1525
234, 152500, 1525, 1525
235, 152500, 1525, 1525
236, 152500, 1525, 1525
237, 152500, 1525, 1525
238, 152500, 1525, 1525
239, 152500, 1525, 1525
240, 152500, 1525, 1525
241, 152500, 1525, 1525
242, 152500, 1525, 1525
243, 152500, 1525, 1525
244, 152500, 1525, 1525
245, 152500, 1525, 1525
246, 152500, 1525, 1525
247, 152500, 1525, 1525
248, 152500, 1525, 1525
249, 152500, 1525, 1525
250, 152500, 1525, 1525
251, 152500, 1525, 1525
252, 152500, 1525, 1525
253, 152500, 1525, 1525
254, 152500, 1525, 1525
255, 152500, 1525, 1525
256, 152500, 1525, 1525
257, 152500, 1525, 1525
258, 152500, 1525, 1525
259, 152500, 1525, 1525
260, 152500, 1525, 1525
261, 152500, 1525, 1525
262, 152500, 1525, 1525
263, 152500, 1525, 1525
264, 152500, 1525, 1525
265, 152500, 1525, 1525
266, 152400, 1524, 1524
267, 152500, 1525, 1525
268, 152500, 1525, 1525
269, 152500, 1525, 1525
270, 152500, 1525, 1525
271, 152500, 1525, 1525
272, 152500, 1525, 1525
273, 152500, 1525, 1525
274, 152500, 1525, 1525
275, 152500, 1525, 1525
276, 152500, 1525, 1525
277, 152500, 1525, 1525
278, 152500, 1525, 1525
279, 152500, 1525, 1525
280, 152500, 1525, 1525
281, 152500, 1525, 1525
282, 152500, 1525, 1525
283, 152500, 1525, 1525
284, 152500, 1525, 1525
285, 152500, 1525, 1525
286, 152500, 1525, 1525
287, 152500, 1525, 1525
288, 152500, 1525, 1525
289, 152500, 1525, 1525
290, 152500, 1525, 1525
291, 152500, 1525, 1525
292, 152500, 1525, 1525
293, 152500, 1525, 1525
294, 152500, 1525, 1525
295, 152500, 1525, 1525
296, 152500, 1525, 1525
297, 152500, 1525, 1525
298, 152500, 1525, 1525
299, 152500, 1525, 1525
300, 152500, 1525, 1525
301, 152500, 1525, 1525
302, 152500, 1525, 1525
303, 152400, 1524, 1524
304, 152500, 1525, 1525
305, 152500, 1525, 1525
306, 152500, 1525, 1525
307, 152500, 1525, 1525
308, 152500, 1525, 1525
309, 152500, 1525, 1525
310, 152500, 1525, 1525
311, 152500, 1525, 1525
312, 152500, 1525, 1525
313, 152500, 1525, 1525
314, 152500, 1525, 1525
315, 152500, 1525, 1525
316, 152500, 1525, 1525
317, 152500, 1525, 1525
318, 152500, 1525, 1525
319, 152500, 1525, 1525
320, 152500, 1525, 1525
321, 152500, 1525, 1525
322, 152500, 1525, 1525
323, 152500, 1525, 1525
324, 152600, 1526, 1526
325, 152600, 1526, 1526
326, 152600, 1526, 1526
327, 152600, 1526, 1526
328, 152600, 1526, 1526
329, 152600, 1526, 1526
330, 152600, 1526, 1526
331, 152600, 1526, 1526
332, 152600, 1526, 1526
333, 152600, 1526, 1526
334, 152600, 1526, 1526
335, 152600, 1526, 1526
336, 152600, 1526, 1526
337, 152600, 1526, 1526
338, 152600, 1526, 1526
339, 152600, 1526, 1526
340, 152600, 1526, 1526
341, 152600, 1526, 1526
342, 152600, 1526, 1526
343, 152600, 1526, 1526
344, 152700, 1527, 1527
345, 152600, 1526, 1526
346, 152700, 1527, 1527
347, 152700, 1527, 1527
348, 152700, 1527, 1527
349, 152700, 1527, 1527
350, 152700, 1527, 1527
351, 152700, 1527, 1527
352, 152700, 1527, 1527
353, 152700, 1527, 1527
354, 152700, 1527, 1527
355, 152700, 1527, 1527
356, 152700, 1527, 1527
357, 152700, 1527, 1527
358, 152700, 1527, 1527
359, 152700, 1527, 1527
360, 152700, 1527, 1527
361, 152700, 1527, 1527
362, 152700, 1527, 1527
363, 152800, 1528, 1528
364, 152800, 1528, 1528
365, 152800, 1528, 1528
366, 152800, 1528, 1528
367, 152800, 1528, 1528
368, 152800, 1528, 1528
369, 152800, 1528, 1528
370, 152800, 1528, 1528
371, 152800, 1528, 1528
372, 152800, 1528, 1528
373, 152800, 1528, 1528
374, 152800, 1528, 1528
375, 152700, 1527, 1527
376, 152700, 1527, 1527
377, 152700, 1527, 1527
378, 152700, 1527, 1527
379, 152700, 1527, 1527
380, 152700, 1527, 1527
381, 152700, 1527, 1527
382, 152700, 1527, 1527
383, 152700, 1527, 1527
384, 152700, 1527, 1527
385, 152700, 1527, 1527
386, 152700, 1527, 1527
387, 152700, 1527, 1527
388, 152700, 1527, 1527
389, 152700, 1527, 1527
390, 152700, 1527, 1527
391, 152700, 1527, 1527
392, 152700, 1527, 1527
393, 152700, 1527, 1527
394, 152700, 1527, 1527
395, 152700, 1527, 1527
396, 152700, 1527, 1527
