Iteration, Throughput, GoSAgg, GoSSep
0, 115300, 179, 1153
1, 116400, 181, 1164
2, 117100, 182, 1171
3, 117500, 181, 1175
4, 118100, 181, 1181
5, 118900, 182, 1189
6, 119200, 183, 1192
7, 119300, 183, 1193
8, 119300, 183, 1193
9, 119300, 183, 1193
10, 119300, 183, 1193
11, 119800, 184, 1198
12, 120100, 185, 1201
13, 120200, 185, 1202
14, 120200, 185, 1202
15, 120200, 185, 1202
16, 120200, 185, 1202
17, 120200, 185, 1202
18, 120200, 185, 1202
19, 120200, 185, 1202
20, 120200, 185, 1202
21, 120200, 185, 1202
22, 120200, 185, 1202
23, 120200, 185, 1202
24, 120200, 185, 1202
25, 120200, 185, 1202
26, 120200, 185, 1202
27, 120600, 186, 1206
28, 120600, 186, 1206
29, 120600, 186, 1206
30, 120600, 186, 1206
31, 121200, 187, 1212
32, 121200, 187, 1212
33, 121200, 187, 1212
34, 121200, 187, 1212
35, 121200, 187, 1212
36, 121300, 187, 1213
37, 121400, 186, 1214
38, 121700, 187, 1217
39, 121700, 187, 1217
40, 121700, 187, 1217
41, 121700, 187, 1217
42, 121700, 187, 1217
43, 121700, 187, 1217
44, 121700, 187, 1217
45, 121700, 187, 1217
46, 121700, 187, 1217
47, 122200, 188, 1222
48, 122200, 188, 1222
49, 122200, 188, 1222
50, 122200, 188, 1222
51, 122200, 188, 1222
52, 122400, 188, 1224
53, 122400, 188, 1224
54, 122400, 188, 1224
55, 122400, 188, 1224
56, 122400, 188, 1224
57, 122800, 189, 1228
58, 122800, 189, 1228
59, 122800, 189, 1228
60, 122900, 189, 1229
61, 122900, 189, 1229
62, 122900, 189, 1229
63, 122900, 189, 1229
64, 122900, 189, 1229
65, 122900, 189, 1229
66, 122900, 189, 1229
67, 122900, 189, 1229
68, 122900, 189, 1229
69, 122900, 189, 1229
70, 122900, 189, 1229
71, 122900, 189, 1229
72, 122900, 189, 1229
73, 122900, 189, 1229
74, 122900, 189, 1229
75, 122900, 189, 1229
76, 122900, 189, 1229
77, 122900, 189, 1229
78, 122900, 189, 1229
79, 122900, 189, 1229
80, 122900, 189, 1229
81, 122900, 189, 1229
82, 122900, 189, 1229
83, 122900, 189, 1229
84, 122900, 189, 1229
85, 122900, 189, 1229
86, 122900, 189, 1229
87, 122900, 189, 1229
88, 123000, 189, 1230
89, 123000, 189, 1230
90, 123100, 189, 1231
91, 123100, 189, 1231
92, 123100, 189, 1231
93, 123100, 189, 1231
94, 123100, 189, 1231
95, 123100, 189, 1231
96, 123100, 189, 1231
97, 123000, 189, 1230
98, 123100, 189, 1231
99, 123000, 189, 1230
100, 123100, 189, 1231
101, 123000, 189, 1230
102, 123100, 189, 1231
103, 123000, 189, 1230
104, 123000, 189, 1230
105, 123000, 189, 1230
106, 123000, 189, 1230
107, 123000, 189, 1230
108, 123000, 189, 1230
109, 123000, 189, 1230
110, 123200, 189, 1232
111, 123600, 190, 1236
112, 123600, 190, 1236
113, 123600, 190, 1236
114, 123600, 190, 1236
115, 123600, 190, 1236
116, 123600, 190, 1236
117, 123600, 190, 1236
118, 123600, 190, 1236
119, 123600, 190, 1236
120, 123600, 190, 1236
121, 123600, 190, 1236
122, 123600, 190, 1236
123, 123600, 190, 1236
124, 123600, 190, 1236
125, 123600, 190, 1236
126, 123600, 190, 1236
127, 123600, 190, 1236
128, 123600, 190, 1236
129, 123600, 190, 1236
130, 123600, 190, 1236
131, 123600, 190, 1236
132, 123600, 190, 1236
133, 123600, 190, 1236
134, 123600, 190, 1236
135, 123600, 190, 1236
136, 123600, 190, 1236
137, 123600, 190, 1236
138, 123600, 190, 1236
139, 123600, 190, 1236
140, 123600, 190, 1236
141, 123600, 190, 1236
142, 123800, 191, 1238
143, 123800, 191, 1238
144, 123800, 191, 1238
145, 123800, 191, 1238
146, 123800, 191, 1238
147, 123800, 191, 1238
148, 123800, 191, 1238
149, 123700, 191, 1237
150, 123700, 191, 1237
151, 123700, 191, 1237
152, 123700, 191, 1237
153, 123700, 191, 1237
154, 124100, 192, 1241
155, 124100, 192, 1241
156, 124100, 192, 1241
157, 124200, 192, 1242
158, 124600, 193, 1246
159, 124600, 193, 1246
160, 124600, 193, 1246
161, 124600, 193, 1246
162, 124600, 193, 1246
163, 124600, 193, 1246
164, 124600, 193, 1246
165, 124900, 194, 1249
166, 124900, 194, 1249
167, 124900, 194, 1249
168, 124900, 194, 1249
169, 124900, 194, 1249
170, 124900, 194, 1249
171, 124900, 194, 1249
172, 124900, 194, 1249
173, 124900, 194, 1249
174, 124800, 194, 1248
175, 124800, 194, 1248
176, 124800, 194, 1248
177, 124800, 194, 1248
178, 124800, 194, 1248
179, 124800, 194, 1248
180, 125200, 195, 1252
181, 125200, 195, 1252
182, 125100, 195, 1251
183, 125200, 195, 1252
184, 125200, 195, 1252
185, 125200, 195, 1252
186, 125200, 195, 1252
187, 125100, 195, 1251
188, 125100, 195, 1251
189, 125100, 195, 1251
190, 125100, 195, 1251
191, 125600, 196, 1256
192, 125600, 196, 1256
193, 125500, 196, 1255
194, 125600, 196, 1256
195, 125600, 196, 1256
196, 125600, 196, 1256
197, 125600, 196, 1256
198, 125600, 196, 1256
199, 125600, 196, 1256
200, 125600, 196, 1256
201, 125600, 196, 1256
202, 125500, 196, 1255
203, 125500, 196, 1255
204, 125900, 197, 1259
205, 126100, 198, 1261
206, 126200, 198, 1262
207, 126300, 198, 1263
208, 126300, 198, 1263
209, 126300, 198, 1263
210, 126300, 198, 1263
211, 126300, 198, 1263
212, 126200, 198, 1262
213, 126300, 198, 1263
214, 126200, 198, 1262
215, 126300, 198, 1263
216, 126300, 198, 1263
217, 126300, 198, 1263
218, 126300, 198, 1263
219, 126300, 198, 1263
220, 126300, 198, 1263
221, 126200, 198, 1262
222, 126200, 198, 1262
223, 126100, 198, 1261
224, 126200, 198, 1262
225, 126100, 198, 1261
226, 126100, 198, 1261
227, 126100, 198, 1261
228, 126000, 198, 1260
229, 126100, 198, 1261
230, 126000, 198, 1260
231, 126100, 198, 1261
232, 126000, 198, 1260
233, 126000, 198, 1260
234, 126100, 198, 1261
235, 126100, 198, 1261
236, 126100, 198, 1261
237, 126000, 198, 1260
238, 126000, 198, 1260
239, 126100, 198, 1261
240, 126200, 198, 1262
241, 126300, 198, 1263
242, 126200, 198, 1262
243, 126300, 198, 1263
244, 126300, 198, 1263
245, 126300, 198, 1263
246, 126200, 198, 1262
247, 126500, 199, 1265
248, 126500, 199, 1265
249, 126500, 199, 1265
250, 126500, 199, 1265
251, 126500, 199, 1265
