Iteration, Throughput, GoSAgg, GoSSep
0, 79100, 213, 791
1, 79300, 214, 793
2, 79500, 215, 795
3, 79700, 216, 797
4, 79900, 216, 799
5, 79900, 215, 799
6, 79900, 215, 799
7, 79900, 215, 799
8, 79900, 215, 799
9, 79900, 215, 799
10, 79900, 215, 799
11, 79900, 215, 799
12, 79900, 215, 799
13, 79900, 215, 799
14, 79900, 215, 799
15, 79900, 215, 799
16, 80100, 216, 801
17, 80100, 216, 801
18, 80100, 216, 801
19, 80100, 216, 801
20, 80100, 216, 801
21, 80100, 216, 801
22, 80100, 216, 801
23, 80100, 216, 801
24, 80100, 216, 801
25, 80200, 216, 802
26, 80400, 217, 804
27, 80400, 217, 804
28, 80400, 217, 804
29, 80400, 217, 804
30, 80400, 217, 804
31, 80400, 217, 804
32, 80400, 217, 804
33, 80600, 218, 806
34, 80600, 218, 806
35, 80600, 218, 806
36, 80600, 218, 806
37, 80600, 218, 806
38, 80600, 218, 806
39, 80600, 218, 806
40, 80600, 218, 806
41, 80600, 218, 806
42, 80600, 218, 806
43, 80600, 218, 806
44, 80600, 218, 806
45, 80600, 218, 806
46, 80600, 218, 806
47, 80600, 218, 806
48, 80600, 218, 806
49, 80600, 218, 806
50, 80600, 218, 806
51, 80600, 218, 806
52, 80600, 218, 806
53, 80900, 219, 809
54, 80900, 219, 809
55, 80900, 219, 809
56, 80900, 219, 809
57, 80900, 219, 809
58, 81000, 220, 810
59, 81000, 220, 810
60, 81000, 220, 810
61, 81000, 220, 810
62, 81000, 220, 810
63, 81100, 221, 811
64, 81100, 221, 811
65, 81100, 221, 811
66, 81100, 221, 811
67, 81100, 221, 811
68, 81100, 221, 811
69, 81300, 222, 813
70, 81300, 222, 813
71, 81600, 223, 816
72, 81600, 223, 816
73, 81600, 223, 816
74, 81600, 223, 816
75, 81600, 223, 816
76, 81600, 223, 816
77, 81600, 223, 816
78, 81600, 223, 816
79, 81600, 223, 816
80, 81600, 223, 816
81, 81600, 223, 816
82, 81600, 223, 816
83, 81600, 223, 816
84, 81900, 224, 819
85, 81900, 224, 819
86, 81900, 224, 819
87, 81900, 224, 819
88, 81900, 224, 819
89, 81900, 224, 819
90, 81900, 224, 819
91, 81900, 224, 819
92, 81900, 224, 819
