Iteration, Throughput, GoSAgg, GoSSep
0, 96900, 969, 969
1, 96900, 969, 969
2, 96900, 969, 969
3, 96900, 969, 969
4, 96900, 969, 969
5, 96900, 969, 969
6, 96900, 969, 969
7, 96900, 969, 969
8, 96900, 969, 969
9, 96900, 969, 969
10, 96900, 969, 969
11, 96900, 969, 969
12, 96900, 969, 969
13, 96900, 969, 969
14, 96900, 969, 969
15, 96900, 969, 969
16, 96900, 969, 969
17, 96900, 969, 969
18, 96900, 969, 969
19, 96900, 969, 969
20, 96900, 969, 969
21, 96900, 969, 969
22, 96900, 969, 969
23, 96900, 969, 969
24, 96900, 969, 969
25, 96900, 969, 969
26, 96900, 969, 969
27, 96900, 969, 969
28, 96900, 969, 969
29, 96900, 969, 969
30, 96900, 969, 969
31, 96900, 969, 969
32, 96900, 969, 969
33, 96900, 969, 969
34, 96900, 969, 969
35, 96900, 969, 969
36, 96900, 969, 969
37, 96900, 969, 969
38, 96900, 969, 969
39, 96900, 969, 969
40, 96900, 969, 969
41, 96900, 969, 969
42, 96900, 969, 969
43, 96900, 969, 969
44, 96900, 969, 969
45, 96900, 969, 969
46, 96900, 969, 969
47, 96900, 969, 969
48, 96900, 969, 969
49, 96900, 969, 969
50, 96900, 969, 969
51, 96900, 969, 969
52, 96900, 969, 969
53, 96900, 969, 969
54, 96900, 969, 969
55, 96900, 969, 969
56, 96900, 969, 969
57, 96900, 969, 969
58, 96900, 969, 969
59, 96900, 969, 969
60, 96900, 969, 969
61, 96900, 969, 969
62, 96900, 969, 969
63, 96900, 969, 969
64, 96900, 969, 969
65, 96900, 969, 969
66, 96900, 969, 969
67, 96900, 969, 969
68, 96900, 969, 969
69, 96900, 969, 969
70, 96900, 969, 969
71, 96900, 969, 969
72, 96900, 969, 969
73, 96900, 969, 969
74, 96900, 969, 969
75, 96900, 969, 969
76, 96900, 969, 969
77, 96900, 969, 969
78, 96900, 969, 969
79, 96900, 969, 969
80, 96900, 969, 969
81, 96900, 969, 969
82, 96900, 969, 969
83, 96900, 969, 969
84, 96900, 969, 969
85, 96900, 969, 969
86, 96900, 969, 969
87, 96900, 969, 969
88, 96900, 969, 969
89, 96900, 969, 969
90, 96900, 969, 969
91, 96900, 969, 969
92, 96900, 969, 969
93, 96900, 969, 969
94, 96900, 969, 969
95, 96900, 969, 969
96, 96900, 969, 969
97, 96900, 969, 969
98, 96900, 969, 969
99, 96900, 969, 969
100, 96900, 969, 969
