Iteration, Throughput, GoSAgg, GoSSep
0, 103900, 224, 1039
1, 104300, 225, 1043
2, 104600, 225, 1046
3, 104900, 226, 1049
4, 104900, 226, 1049
5, 104900, 226, 1049
6, 104900, 226, 1049
7, 105000, 226, 1050
8, 105300, 227, 1053
9, 105300, 227, 1053
10, 105300, 227, 1053
11, 105300, 227, 1053
12, 105300, 227, 1053
13, 105300, 227, 1053
14, 105300, 226, 1053
15, 105400, 227, 1054
16, 105400, 227, 1054
17, 105400, 227, 1054
18, 105400, 227, 1054
19, 105400, 227, 1054
20, 105400, 227, 1054
21, 105400, 227, 1054
22, 105400, 227, 1054
23, 105400, 227, 1054
24, 105400, 227, 1054
25, 105400, 227, 1054
26, 105400, 227, 1054
27, 105400, 227, 1054
28, 105400, 227, 1054
29, 105400, 227, 1054
30, 105400, 227, 1054
31, 105400, 227, 1054
32, 105400, 227, 1054
33, 105400, 227, 1054
34, 105400, 227, 1054
35, 105400, 227, 1054
36, 105400, 227, 1054
37, 105400, 227, 1054
38, 105400, 227, 1054
39, 105400, 227, 1054
40, 105400, 227, 1054
41, 105400, 227, 1054
42, 105400, 227, 1054
43, 105400, 226, 1054
44, 105600, 227, 1056
45, 105700, 228, 1057
46, 105700, 228, 1057
47, 105700, 228, 1057
48, 105700, 228, 1057
49, 105700, 228, 1057
50, 105700, 228, 1057
51, 105700, 228, 1057
52, 105700, 228, 1057
53, 105700, 228, 1057
54, 105700, 228, 1057
55, 105700, 228, 1057
56, 105700, 228, 1057
57, 105700, 228, 1057
58, 105700, 228, 1057
59, 105700, 228, 1057
60, 106100, 229, 1061
61, 106300, 230, 1063
62, 106300, 230, 1063
63, 106300, 230, 1063
64, 106400, 230, 1064
65, 106600, 231, 1066
66, 106600, 231, 1066
67, 106600, 231, 1066
68, 106600, 231, 1066
69, 106600, 231, 1066
70, 106600, 231, 1066
71, 106600, 231, 1066
72, 106600, 231, 1066
73, 106600, 231, 1066
74, 106600, 231, 1066
75, 106600, 231, 1066
76, 106600, 231, 1066
77, 106600, 231, 1066
78, 106600, 231, 1066
79, 106600, 231, 1066
80, 106600, 231, 1066
81, 106600, 231, 1066
82, 106600, 231, 1066
83, 106700, 231, 1067
84, 106800, 231, 1068
85, 107000, 232, 1070
86, 107100, 232, 1071
87, 107100, 232, 1071
88, 107100, 232, 1071
89, 107100, 232, 1071
90, 107100, 232, 1071
91, 107100, 232, 1071
92, 107100, 232, 1071
93, 107100, 232, 1071
94, 107100, 232, 1071
95, 107100, 232, 1071
96, 107100, 232, 1071
97, 107100, 232, 1071
98, 107100, 232, 1071
99, 107100, 232, 1071
100, 107100, 232, 1071
101, 107100, 232, 1071
102, 107100, 232, 1071
103, 107100, 232, 1071
104, 107100, 232, 1071
105, 107100, 232, 1071
106, 107100, 232, 1071
107, 107100, 232, 1071
108, 107100, 232, 1071
109, 107100, 232, 1071
110, 107100, 232, 1071
111, 107100, 232, 1071
112, 107100, 232, 1071
113, 107100, 232, 1071
114, 107100, 232, 1071
115, 107100, 232, 1071
116, 107100, 232, 1071
117, 107100, 232, 1071
118, 107000, 232, 1070
119, 107000, 232, 1070
120, 107000, 232, 1070
121, 107000, 232, 1070
122, 107000, 232, 1070
123, 107000, 232, 1070
124, 107000, 232, 1070
125, 107000, 232, 1070
126, 107100, 232, 1071
127, 107300, 233, 1073
128, 107300, 233, 1073
129, 107300, 233, 1073
130, 107300, 233, 1073
131, 107300, 233, 1073
132, 107200, 233, 1072
133, 107300, 233, 1073
134, 107200, 233, 1072
135, 107300, 233, 1073
136, 107200, 233, 1072
137, 107300, 233, 1073
138, 107200, 233, 1072
139, 107200, 233, 1072
140, 107200, 233, 1072
141, 107200, 233, 1072
142, 107200, 233, 1072
143, 107200, 233, 1072
144, 107200, 233, 1072
145, 107200, 233, 1072
146, 107200, 233, 1072
147, 107200, 233, 1072
148, 107100, 233, 1071
149, 107200, 233, 1072
150, 107100, 233, 1071
151, 107100, 233, 1071
152, 107100, 233, 1071
153, 107100, 233, 1071
154, 107100, 233, 1071
155, 107100, 233, 1071
156, 107100, 233, 1071
157, 107100, 233, 1071
158, 107100, 233, 1071
159, 107100, 233, 1071
160, 107100, 233, 1071
161, 107100, 233, 1071
162, 107100, 233, 1071
163, 107100, 233, 1071
164, 107100, 233, 1071
165, 107000, 233, 1070
166, 107100, 233, 1071
167, 107000, 233, 1070
168, 107000, 233, 1070
169, 107000, 232, 1070
170, 107100, 233, 1071
171, 107100, 233, 1071
172, 107200, 233, 1072
173, 107200, 233, 1072
174, 107300, 234, 1073
175, 107200, 234, 1072
176, 107300, 234, 1073
177, 107200, 234, 1072
178, 107300, 234, 1073
179, 107200, 234, 1072
180, 107300, 234, 1073
181, 107200, 234, 1072
182, 107400, 235, 1074
183, 107400, 235, 1074
184, 107400, 235, 1074
185, 107400, 235, 1074
186, 107800, 236, 1078
187, 107800, 236, 1078
188, 107800, 236, 1078
189, 107800, 236, 1078
190, 107800, 236, 1078
191, 107800, 235, 1078
192, 107800, 235, 1078
193, 107800, 235, 1078
194, 107800, 235, 1078
195, 107800, 235, 1078
196, 107700, 235, 1077
197, 107700, 235, 1077
198, 107700, 235, 1077
199, 107700, 235, 1077
200, 107700, 235, 1077
201, 107700, 235, 1077
202, 108200, 236, 1082
203, 108200, 236, 1082
204, 108200, 236, 1082
205, 108200, 236, 1082
206, 108200, 236, 1082
207, 108200, 236, 1082
208, 108200, 236, 1082
209, 108200, 236, 1082
210, 108200, 236, 1082
211, 108200, 236, 1082
212, 108200, 236, 1082
213, 108200, 236, 1082
214, 108200, 236, 1082
215, 108100, 236, 1081
216, 108200, 236, 1082
217, 108100, 236, 1081
218, 108200, 236, 1082
219, 108200, 236, 1082
220, 108100, 236, 1081
221, 108100, 236, 1081
222, 108100, 236, 1081
223, 108100, 236, 1081
224, 108100, 236, 1081
225, 108100, 236, 1081
226, 108100, 236, 1081
227, 108100, 236, 1081
228, 108100, 236, 1081
229, 108100, 236, 1081
230, 108100, 236, 1081
231, 108100, 236, 1081
232, 108100, 236, 1081
233, 108000, 236, 1080
234, 108100, 236, 1081
235, 108100, 236, 1081
236, 108200, 237, 1082
237, 108200, 237, 1082
238, 108200, 237, 1082
239, 108200, 237, 1082
240, 108200, 237, 1082
241, 108200, 237, 1082
242, 108200, 237, 1082
243, 108200, 237, 1082
244, 108200, 237, 1082
245, 108200, 237, 1082
246, 108200, 237, 1082
247, 108200, 237, 1082
248, 108200, 237, 1082
249, 108200, 237, 1082
250, 108200, 237, 1082
251, 108200, 237, 1082
252, 108200, 237, 1082
253, 108200, 237, 1082
254, 108200, 237, 1082
255, 108200, 237, 1082
256, 108100, 237, 1081
257, 108200, 237, 1082
258, 108100, 237, 1081
259, 108100, 237, 1081
260, 108100, 236, 1081
261, 108100, 236, 1081
262, 108100, 236, 1081
263, 108100, 236, 1081
264, 108100, 236, 1081
265, 108100, 236, 1081
266, 108100, 236, 1081
267, 108100, 236, 1081
268, 108100, 236, 1081
269, 108100, 236, 1081
