Iteration, Throughput, GoSAgg, GoSSep
0, 110000, 1100, 1100
1, 110000, 1100, 1100
2, 110100, 1101, 1101
3, 110100, 1101, 1101
4, 110100, 1101, 1101
5, 110100, 1101, 1101
6, 110100, 1101, 1101
7, 110100, 1101, 1101
8, 110100, 1101, 1101
9, 110100, 1101, 1101
10, 110100, 1101, 1101
11, 110100, 1101, 1101
12, 110100, 1101, 1101
13, 110100, 1101, 1101
14, 110100, 1101, 1101
15, 110100, 1101, 1101
16, 110000, 1100, 1100
17, 110100, 1101, 1101
18, 110000, 1100, 1100
19, 110100, 1101, 1101
20, 110000, 1100, 1100
21, 110000, 1100, 1100
22, 110000, 1100, 1100
23, 110000, 1100, 1100
24, 110000, 1100, 1100
25, 110000, 1100, 1100
26, 110000, 1100, 1100
27, 110000, 1100, 1100
28, 110000, 1100, 1100
29, 110000, 1100, 1100
30, 110000, 1100, 1100
31, 110000, 1100, 1100
32, 110000, 1100, 1100
33, 110000, 1100, 1100
34, 110000, 1100, 1100
35, 110000, 1100, 1100
36, 110000, 1100, 1100
37, 110000, 1100, 1100
38, 110000, 1100, 1100
39, 110000, 1100, 1100
40, 110000, 1100, 1100
41, 110000, 1100, 1100
42, 110000, 1100, 1100
43, 110000, 1100, 1100
44, 110000, 1100, 1100
45, 110000, 1100, 1100
46, 110000, 1100, 1100
47, 110000, 1100, 1100
48, 110000, 1100, 1100
49, 110000, 1100, 1100
50, 110000, 1100, 1100
51, 110000, 1100, 1100
52, 110000, 1100, 1100
53, 110000, 1100, 1100
54, 110000, 1100, 1100
55, 110000, 1100, 1100
56, 110000, 1100, 1100
57, 110000, 1100, 1100
58, 110000, 1100, 1100
59, 110000, 1100, 1100
60, 110000, 1100, 1100
61, 110000, 1100, 1100
62, 110000, 1100, 1100
63, 110000, 1100, 1100
64, 110000, 1100, 1100
65, 110000, 1100, 1100
66, 110000, 1100, 1100
67, 110000, 1100, 1100
68, 110000, 1100, 1100
69, 110000, 1100, 1100
70, 110000, 1100, 1100
71, 110000, 1100, 1100
72, 110000, 1100, 1100
73, 110000, 1100, 1100
74, 110000, 1100, 1100
75, 110000, 1100, 1100
76, 110000, 1100, 1100
77, 110000, 1100, 1100
78, 110000, 1100, 1100
79, 110000, 1100, 1100
80, 110000, 1100, 1100
81, 110000, 1100, 1100
82, 110000, 1100, 1100
83, 110000, 1100, 1100
84, 110000, 1100, 1100
85, 110000, 1100, 1100
86, 110000, 1100, 1100
87, 110000, 1100, 1100
88, 110000, 1100, 1100
89, 110000, 1100, 1100
90, 110000, 1100, 1100
91, 110000, 1100, 1100
92, 110000, 1100, 1100
93, 110000, 1100, 1100
94, 110000, 1100, 1100
95, 110000, 1100, 1100
96, 110000, 1100, 1100
97, 110000, 1100, 1100
98, 110000, 1100, 1100
99, 110000, 1100, 1100
100, 110000, 1100, 1100
101, 110000, 1100, 1100
102, 110000, 1100, 1100
103, 110000, 1100, 1100
104, 109900, 1099, 1099
105, 109900, 1099, 1099
106, 109900, 1099, 1099
107, 109900, 1099, 1099
108, 109900, 1099, 1099
109, 109900, 1099, 1099
110, 109900, 1099, 1099
111, 109900, 1099, 1099
112, 109900, 1099, 1099
113, 109900, 1099, 1099
114, 109900, 1099, 1099
115, 109900, 1099, 1099
116, 109900, 1099, 1099
117, 109900, 1099, 1099
118, 109900, 1099, 1099
119, 109900, 1099, 1099
120, 109900, 1099, 1099
121, 109900, 1099, 1099
122, 109900, 1099, 1099
123, 109900, 1099, 1099
124, 109900, 1099, 1099
125, 109900, 1099, 1099
126, 109800, 1098, 1098
127, 109800, 1098, 1098
128, 109800, 1098, 1098
129, 109800, 1098, 1098
130, 109800, 1098, 1098
131, 109800, 1098, 1098
132, 109800, 1098, 1098
133, 109800, 1098, 1098
134, 109800, 1098, 1098
135, 109800, 1098, 1098
136, 109800, 1098, 1098
137, 109800, 1098, 1098
138, 109900, 1099, 1099
139, 109900, 1099, 1099
140, 109800, 1098, 1098
141, 109800, 1098, 1098
142, 109800, 1098, 1098
143, 109800, 1098, 1098
144, 109800, 1098, 1098
145, 109800, 1098, 1098
146, 109800, 1098, 1098
147, 109800, 1098, 1098
148, 109800, 1098, 1098
149, 109800, 1098, 1098
150, 109800, 1098, 1098
151, 109800, 1098, 1098
152, 109800, 1098, 1098
153, 109800, 1098, 1098
154, 109800, 1098, 1098
155, 109800, 1098, 1098
156, 109800, 1098, 1098
157, 109800, 1098, 1098
158, 109800, 1098, 1098
159, 109800, 1098, 1098
160, 109800, 1098, 1098
161, 109800, 1098, 1098
162, 109800, 1098, 1098
163, 109800, 1098, 1098
164, 109800, 1098, 1098
165, 109800, 1098, 1098
166, 109800, 1098, 1098
167, 109800, 1098, 1098
168, 109800, 1098, 1098
169, 109800, 1098, 1098
170, 109800, 1098, 1098
171, 109800, 1098, 1098
172, 109800, 1098, 1098
173, 109800, 1098, 1098
174, 109800, 1098, 1098
175, 109800, 1098, 1098
176, 109800, 1098, 1098
177, 109800, 1098, 1098
178, 109800, 1098, 1098
179, 109800, 1098, 1098
180, 109800, 1098, 1098
181, 109800, 1098, 1098
182, 109800, 1098, 1098
183, 109800, 1098, 1098
184, 109800, 1098, 1098
185, 109800, 1098, 1098
186, 109800, 1098, 1098
187, 109800, 1098, 1098
188, 109800, 1098, 1098
189, 109800, 1098, 1098
190, 109800, 1098, 1098
191, 109800, 1098, 1098
192, 109800, 1098, 1098
193, 109800, 1098, 1098
194, 109800, 1098, 1098
195, 109800, 1098, 1098
196, 109800, 1098, 1098
197, 109800, 1098, 1098
198, 109800, 1098, 1098
199, 109800, 1098, 1098
200, 109800, 1098, 1098
201, 109800, 1098, 1098
202, 109800, 1098, 1098
203, 109800, 1098, 1098
204, 109800, 1098, 1098
205, 109800, 1098, 1098
206, 109800, 1098, 1098
207, 109800, 1098, 1098
208, 109800, 1098, 1098
209, 109800, 1098, 1098
210, 109800, 1098, 1098
211, 109800, 1098, 1098
212, 109800, 1098, 1098
213, 109800, 1098, 1098
214, 109800, 1098, 1098
215, 109800, 1098, 1098
216, 109800, 1098, 1098
217, 109700, 1097, 1097
218, 109700, 1097, 1097
219, 109700, 1097, 1097
220, 109700, 1097, 1097
221, 109700, 1097, 1097
222, 109700, 1097, 1097
223, 109700, 1097, 1097
224, 109700, 1097, 1097
225, 109700, 1097, 1097
226, 109700, 1097, 1097
227, 109700, 1097, 1097
228, 109700, 1097, 1097
229, 109700, 1097, 1097
230, 109700, 1097, 1097
231, 109700, 1097, 1097
232, 109700, 1097, 1097
233, 109700, 1097, 1097
234, 109700, 1097, 1097
235, 109700, 1097, 1097
236, 109700, 1097, 1097
237, 109700, 1097, 1097
238, 109700, 1097, 1097
239, 109700, 1097, 1097
240, 109700, 1097, 1097
241, 109700, 1097, 1097
242, 109700, 1097, 1097
243, 109700, 1097, 1097
244, 109700, 1097, 1097
245, 109700, 1097, 1097
246, 109700, 1097, 1097
247, 109700, 1097, 1097
248, 109700, 1097, 1097
249, 109700, 1097, 1097
250, 109700, 1097, 1097
251, 109700, 1097, 1097
252, 109700, 1097, 1097
253, 109700, 1097, 1097
254, 109700, 1097, 1097
255, 109700, 1097, 1097
256, 109700, 1097, 1097
257, 109700, 1097, 1097
258, 109700, 1097, 1097
259, 109700, 1097, 1097
260, 109700, 1097, 1097
261, 109700, 1097, 1097
262, 109700, 1097, 1097
263, 109700, 1097, 1097
264, 109700, 1097, 1097
265, 109700, 1097, 1097
266, 109700, 1097, 1097
267, 109700, 1097, 1097
268, 109700, 1097, 1097
269, 109700, 1097, 1097
270, 109700, 1097, 1097
271, 109700, 1097, 1097
272, 109700, 1097, 1097
273, 109700, 1097, 1097
274, 109700, 1097, 1097
275, 109700, 1097, 1097
276, 109700, 1097, 1097
277, 109700, 1097, 1097
278, 109700, 1097, 1097
279, 109700, 1097, 1097
280, 109700, 1097, 1097
281, 109700, 1097, 1097
282, 109700, 1097, 1097
283, 109700, 1097, 1097
284, 109700, 1097, 1097
285, 109700, 1097, 1097
286, 109700, 1097, 1097
287, 109700, 1097, 1097
288, 109700, 1097, 1097
289, 109700, 1097, 1097
290, 109700, 1097, 1097
291, 109700, 1097, 1097
292, 109700, 1097, 1097
293, 109700, 1097, 1097
294, 109700, 1097, 1097
295, 109700, 1097, 1097
296, 109700, 1097, 1097
297, 109700, 1097, 1097
298, 109700, 1097, 1097
299, 109600, 1096, 1096
300, 109700, 1097, 1097
301, 109700, 1097, 1097
302, 109700, 1097, 1097
303, 109700, 1097, 1097
304, 109700, 1097, 1097
305, 109700, 1097, 1097
306, 109700, 1097, 1097
307, 109700, 1097, 1097
308, 109700, 1097, 1097
309, 109700, 1097, 1097
310, 109700, 1097, 1097
311, 109700, 1097, 1097
312, 109700, 1097, 1097
313, 109700, 1097, 1097
314, 109700, 1097, 1097
315, 109700, 1097, 1097
316, 109700, 1097, 1097
317, 109700, 1097, 1097
318, 109700, 1097, 1097
319, 109700, 1097, 1097
320, 109700, 1097, 1097
321, 109700, 1097, 1097
322, 109700, 1097, 1097
323, 109700, 1097, 1097
324, 109700, 1097, 1097
325, 109700, 1097, 1097
326, 109700, 1097, 1097
327, 109700, 1097, 1097
328, 109700, 1097, 1097
329, 109700, 1097, 1097
330, 109700, 1097, 1097
331, 109700, 1097, 1097
332, 109700, 1097, 1097
333, 109600, 1096, 1096
334, 109600, 1096, 1096
335, 109600, 1096, 1096
336, 109600, 1096, 1096
337, 109600, 1096, 1096
338, 109600, 1096, 1096
339, 109600, 1096, 1096
340, 109600, 1096, 1096
341, 109600, 1096, 1096
342, 109600, 1096, 1096
343, 109600, 1096, 1096
344, 109600, 1096, 1096
345, 109600, 1096, 1096
346, 109600, 1096, 1096
347, 109600, 1096, 1096
348, 109600, 1096, 1096
349, 109600, 1096, 1096
350, 109600, 1096, 1096
351, 109600, 1096, 1096
352, 109600, 1096, 1096
353, 109600, 1096, 1096
354, 109600, 1096, 1096
355, 109600, 1096, 1096
356, 109600, 1096, 1096
357, 109600, 1096, 1096
358, 109600, 1096, 1096
359, 109600, 1096, 1096
360, 109500, 1095, 1095
361, 109500, 1095, 1095
362, 109500, 1095, 1095
363, 109500, 1095, 1095
364, 109500, 1095, 1095
365, 109500, 1095, 1095
366, 109500, 1095, 1095
367, 109500, 1095, 1095
368, 109500, 1095, 1095
369, 109500, 1095, 1095
370, 109500, 1095, 1095
371, 109500, 1095, 1095
372, 109500, 1095, 1095
373, 109500, 1095, 1095
374, 109500, 1095, 1095
375, 109500, 1095, 1095
