Iteration, Throughput, GoSAgg, GoSSep
0, 128800, 146, 1288
1, 130300, 148, 1303
2, 131500, 150, 1315
3, 132600, 152, 1326
4, 133100, 153, 1331
5, 133500, 153, 1335
6, 134000, 154, 1340
7, 134600, 155, 1346
8, 134600, 155, 1346
9, 134900, 155, 1349
10, 135200, 155, 1352
11, 135900, 156, 1359
12, 136400, 157, 1364
13, 136400, 157, 1364
14, 136400, 157, 1364
15, 136400, 157, 1364
16, 137200, 158, 1372
17, 138300, 160, 1383
18, 138400, 160, 1384
19, 139200, 161, 1392
20, 139400, 161, 1394
21, 139400, 161, 1394
22, 139400, 161, 1394
23, 139400, 161, 1394
24, 140000, 162, 1400
25, 140000, 162, 1400
26, 140000, 162, 1400
27, 140000, 162, 1400
28, 140000, 162, 1400
29, 140000, 162, 1400
30, 140000, 162, 1400
31, 140000, 162, 1400
32, 140000, 162, 1400
33, 140000, 162, 1400
34, 140000, 162, 1400
35, 140100, 162, 1401
36, 140100, 162, 1401
37, 140200, 162, 1402
38, 140200, 162, 1402
39, 140200, 162, 1402
40, 140200, 162, 1402
41, 140200, 162, 1402
42, 140200, 162, 1402
43, 140300, 162, 1403
44, 140900, 163, 1409
45, 141400, 164, 1414
46, 141600, 164, 1416
47, 141600, 164, 1416
48, 141600, 164, 1416
49, 141600, 164, 1416
50, 141600, 164, 1416
51, 141600, 164, 1416
52, 141600, 164, 1416
53, 141600, 164, 1416
54, 141600, 164, 1416
55, 141600, 164, 1416
56, 141600, 164, 1416
57, 141600, 164, 1416
58, 141700, 164, 1417
59, 141800, 164, 1418
60, 141700, 164, 1417
61, 141800, 164, 1418
62, 141700, 164, 1417
63, 141800, 164, 1418
64, 141700, 164, 1417
65, 141800, 164, 1418
66, 141700, 164, 1417
67, 141800, 164, 1418
68, 141700, 164, 1417
69, 141800, 164, 1418
70, 141700, 164, 1417
71, 141700, 164, 1417
72, 141700, 164, 1417
73, 141700, 164, 1417
74, 142600, 165, 1426
75, 142600, 165, 1426
76, 142500, 165, 1425
77, 142500, 165, 1425
78, 142500, 165, 1425
79, 142500, 165, 1425
80, 142500, 165, 1425
81, 142500, 165, 1425
82, 142400, 165, 1424
83, 142500, 165, 1425
84, 142400, 165, 1424
85, 142400, 165, 1424
86, 142400, 165, 1424
87, 142300, 165, 1423
88, 142400, 165, 1424
89, 142500, 165, 1425
90, 142700, 165, 1427
91, 143200, 166, 1432
92, 143100, 166, 1431
93, 143200, 166, 1432
94, 143100, 166, 1431
95, 143200, 166, 1432
96, 143200, 166, 1432
97, 143200, 166, 1432
98, 143100, 166, 1431
99, 143200, 166, 1432
100, 143100, 166, 1431
101, 143100, 166, 1431
102, 143100, 166, 1431
103, 143100, 166, 1431
104, 143100, 166, 1431
105, 143100, 166, 1431
106, 143000, 166, 1430
107, 143100, 166, 1431
108, 143000, 166, 1430
109, 143700, 167, 1437
110, 143600, 167, 1436
111, 143500, 167, 1435
112, 143500, 167, 1435
113, 143500, 167, 1435
114, 143500, 167, 1435
115, 143500, 167, 1435
116, 143500, 167, 1435
117, 143500, 167, 1435
118, 143500, 167, 1435
119, 143500, 167, 1435
120, 143500, 167, 1435
121, 143500, 167, 1435
122, 143500, 167, 1435
123, 143700, 167, 1437
124, 143700, 167, 1437
125, 143600, 167, 1436
126, 143700, 167, 1437
127, 144700, 169, 1447
128, 144700, 169, 1447
129, 144700, 169, 1447
130, 144700, 169, 1447
131, 144700, 169, 1447
132, 144700, 169, 1447
133, 144600, 169, 1446
134, 144500, 169, 1445
135, 144400, 169, 1444
136, 144600, 169, 1446
137, 144500, 169, 1445
138, 144800, 169, 1448
139, 144800, 169, 1448
140, 144800, 169, 1448
141, 144800, 169, 1448
142, 144800, 169, 1448
143, 144800, 169, 1448
144, 144700, 169, 1447
145, 144800, 169, 1448
146, 144800, 169, 1448
147, 144800, 169, 1448
148, 144900, 169, 1449
149, 144900, 169, 1449
150, 144900, 169, 1449
151, 144900, 169, 1449
152, 144900, 169, 1449
153, 144800, 169, 1448
154, 144700, 169, 1447
155, 144700, 169, 1447
156, 144600, 169, 1446
157, 144600, 169, 1446
158, 144800, 169, 1448
159, 144800, 169, 1448
160, 144700, 169, 1447
161, 144600, 169, 1446
162, 144600, 169, 1446
163, 144600, 169, 1446
164, 144500, 169, 1445
165, 145200, 170, 1452
166, 145200, 170, 1452
167, 145200, 170, 1452
168, 145200, 170, 1452
169, 145300, 170, 1453
170, 145300, 170, 1453
171, 145400, 170, 1454
172, 146100, 171, 1461
173, 146200, 171, 1462
174, 146300, 171, 1463
175, 146300, 171, 1463
176, 146300, 171, 1463
177, 146300, 171, 1463
178, 146300, 171, 1463
179, 146200, 171, 1462
180, 146200, 171, 1462
181, 146800, 172, 1468
182, 146800, 172, 1468
183, 146700, 172, 1467
184, 146700, 172, 1467
185, 146600, 172, 1466
186, 146500, 172, 1465
187, 146500, 172, 1465
188, 146500, 172, 1465
189, 146400, 172, 1464
190, 146400, 172, 1464
191, 146400, 172, 1464
192, 146400, 172, 1464
193, 146300, 172, 1463
194, 146400, 172, 1464
195, 146400, 172, 1464
196, 146400, 172, 1464
197, 146400, 172, 1464
198, 146500, 172, 1465
199, 146600, 172, 1466
200, 146600, 172, 1466
201, 146600, 172, 1466
202, 146600, 172, 1466
203, 146600, 172, 1466
204, 146500, 172, 1465
205, 147000, 173, 1470
206, 147700, 174, 1477
207, 148200, 175, 1482
208, 148200, 175, 1482
209, 148200, 175, 1482
210, 148200, 175, 1482
211, 148100, 175, 1481
212, 148000, 175, 1480
213, 148100, 175, 1481
214, 148000, 175, 1480
215, 147900, 175, 1479
216, 147900, 175, 1479
217, 147900, 175, 1479
218, 147800, 175, 1478
219, 147800, 175, 1478
220, 147700, 175, 1477
221, 147700, 175, 1477
222, 147700, 175, 1477
223, 147600, 175, 1476
224, 147600, 175, 1476
225, 147700, 175, 1477
226, 147700, 175, 1477
227, 147600, 175, 1476
228, 147700, 175, 1477
229, 147600, 175, 1476
230, 147500, 175, 1475
231, 147500, 175, 1475
232, 147600, 175, 1476
233, 147600, 175, 1476
234, 147500, 175, 1475
235, 147500, 175, 1475
236, 147500, 175, 1475
237, 147500, 175, 1475
238, 147400, 175, 1474
239, 147400, 175, 1474
240, 147400, 175, 1474
241, 147300, 175, 1473
242, 147400, 175, 1474
243, 147200, 175, 1472
244, 147400, 175, 1474
245, 147200, 175, 1472
246, 147900, 176, 1479
247, 147900, 176, 1479
248, 147700, 176, 1477
249, 147800, 176, 1478
250, 147900, 176, 1479
251, 147900, 176, 1479
252, 147900, 176, 1479
253, 147900, 176, 1479
254, 147800, 176, 1478
255, 148000, 176, 1480
256, 148000, 176, 1480
257, 147900, 176, 1479
258, 147900, 176, 1479
259, 147900, 176, 1479
260, 147900, 176, 1479
261, 147900, 176, 1479
262, 147900, 176, 1479
263, 147900, 176, 1479
264, 148000, 176, 1480
265, 147900, 176, 1479
266, 148100, 176, 1481
267, 148100, 176, 1481
268, 148100, 176, 1481
269, 148800, 177, 1488
270, 148700, 177, 1487
271, 148700, 177, 1487
272, 148900, 177, 1489
273, 148900, 177, 1489
274, 148800, 177, 1488
275, 148700, 177, 1487
276, 148700, 177, 1487
277, 148700, 177, 1487
278, 149100, 178, 1491
279, 149100, 178, 1491
280, 149000, 178, 1490
281, 149000, 178, 1490
282, 149000, 178, 1490
283, 149000, 178, 1490
284, 148900, 178, 1489
285, 148800, 178, 1488
286, 148800, 178, 1488
287, 148700, 178, 1487
288, 148800, 178, 1488
289, 149300, 179, 1493
290, 149200, 179, 1492
291, 149000, 179, 1490
292, 149600, 180, 1496
293, 149600, 180, 1496
294, 149400, 180, 1494
295, 149700, 180, 1497
296, 149500, 180, 1495
297, 149600, 180, 1496
298, 149800, 180, 1498
299, 149700, 180, 1497
300, 149700, 180, 1497
301, 149600, 180, 1496
302, 150100, 181, 1501
303, 150100, 181, 1501
304, 149900, 181, 1499
305, 150100, 181, 1501
306, 150000, 181, 1500
307, 150000, 181, 1500
308, 149900, 181, 1499
309, 149900, 180, 1499
310, 149900, 180, 1499
311, 149900, 180, 1499
312, 150000, 180, 1500
313, 149900, 180, 1499
314, 150000, 180, 1500
315, 149900, 180, 1499
316, 150100, 180, 1501
317, 150100, 180, 1501
318, 150200, 180, 1502
319, 150100, 180, 1501
320, 150200, 180, 1502
321, 150100, 180, 1501
322, 150100, 180, 1501
323, 150000, 180, 1500
324, 150000, 180, 1500
325, 150000, 180, 1500
