Iteration, Throughput, GoSAgg, GoSSep
0, 122400, 160, 1224
1, 124000, 162, 1240
2, 124700, 163, 1247
3, 125300, 165, 1253
4, 125900, 165, 1259
5, 126200, 165, 1262
6, 126900, 165, 1269
7, 127500, 166, 1275
8, 127600, 166, 1276
9, 128300, 167, 1283
10, 128300, 167, 1283
11, 128300, 166, 1283
12, 128300, 166, 1283
13, 128300, 166, 1283
14, 128300, 166, 1283
15, 128300, 166, 1283
16, 128300, 166, 1283
17, 128300, 166, 1283
18, 128300, 166, 1283
19, 128300, 166, 1283
20, 128300, 166, 1283
21, 128300, 166, 1283
22, 128300, 166, 1283
23, 128900, 167, 1289
24, 128900, 167, 1289
25, 128900, 167, 1289
26, 128900, 167, 1289
27, 128900, 167, 1289
28, 128900, 167, 1289
29, 128900, 167, 1289
30, 128900, 167, 1289
31, 128900, 167, 1289
32, 128900, 167, 1289
33, 128900, 167, 1289
34, 128900, 167, 1289
35, 128900, 167, 1289
36, 128900, 167, 1289
37, 128900, 167, 1289
38, 128900, 167, 1289
39, 128900, 167, 1289
40, 128900, 167, 1289
41, 128900, 167, 1289
42, 128900, 167, 1289
43, 128900, 167, 1289
44, 128900, 167, 1289
45, 129400, 168, 1294
46, 129400, 168, 1294
47, 129400, 168, 1294
48, 129400, 168, 1294
49, 129400, 168, 1294
50, 129400, 168, 1294
51, 129400, 168, 1294
52, 129400, 168, 1294
53, 129400, 168, 1294
54, 129400, 168, 1294
55, 129400, 168, 1294
56, 129400, 168, 1294
57, 129500, 168, 1295
58, 129500, 168, 1295
59, 129500, 168, 1295
60, 129500, 168, 1295
61, 129500, 168, 1295
62, 129500, 168, 1295
63, 129500, 168, 1295
64, 129500, 168, 1295
65, 129500, 168, 1295
66, 129500, 168, 1295
67, 129500, 168, 1295
68, 129500, 168, 1295
69, 129500, 168, 1295
70, 129500, 168, 1295
71, 129500, 168, 1295
72, 129500, 168, 1295
73, 129500, 168, 1295
74, 129500, 168, 1295
75, 129500, 168, 1295
76, 129500, 168, 1295
77, 129500, 168, 1295
78, 129500, 168, 1295
79, 129500, 168, 1295
80, 129500, 168, 1295
