Iteration, Throughput, GoSAgg, GoSSep
0, 117700, 1177, 1177
1, 117600, 1176, 1176
2, 117600, 1176, 1176
3, 117600, 1176, 1176
4, 117600, 1176, 1176
5, 117600, 1176, 1176
6, 117600, 1176, 1176
7, 117600, 1176, 1176
8, 117600, 1176, 1176
9, 117600, 1176, 1176
10, 117600, 1176, 1176
11, 117600, 1176, 1176
12, 117600, 1176, 1176
13, 117600, 1176, 1176
14, 117600, 1176, 1176
15, 117600, 1176, 1176
16, 117600, 1176, 1176
17, 117600, 1176, 1176
18, 117600, 1176, 1176
19, 117600, 1176, 1176
20, 117600, 1176, 1176
21, 117600, 1176, 1176
22, 117600, 1176, 1176
23, 117600, 1176, 1176
24, 117600, 1176, 1176
25, 117600, 1176, 1176
26, 117600, 1176, 1176
27, 117600, 1176, 1176
28, 117600, 1176, 1176
29, 117600, 1176, 1176
30, 117600, 1176, 1176
31, 117600, 1176, 1176
32, 117600, 1176, 1176
33, 117600, 1176, 1176
34, 117600, 1176, 1176
35, 117600, 1176, 1176
36, 117600, 1176, 1176
37, 117600, 1176, 1176
38, 117600, 1176, 1176
39, 117600, 1176, 1176
40, 117600, 1176, 1176
41, 117600, 1176, 1176
42, 117600, 1176, 1176
43, 117600, 1176, 1176
44, 117600, 1176, 1176
45, 117600, 1176, 1176
46, 117600, 1176, 1176
47, 117600, 1176, 1176
48, 117600, 1176, 1176
49, 117600, 1176, 1176
50, 117700, 1177, 1177
51, 117700, 1177, 1177
52, 117700, 1177, 1177
53, 117700, 1177, 1177
54, 117700, 1177, 1177
55, 117700, 1177, 1177
56, 117700, 1177, 1177
57, 117700, 1177, 1177
58, 117700, 1177, 1177
59, 117700, 1177, 1177
60, 117700, 1177, 1177
61, 117700, 1177, 1177
62, 117700, 1177, 1177
63, 117700, 1177, 1177
64, 117700, 1177, 1177
65, 117700, 1177, 1177
66, 117700, 1177, 1177
67, 117700, 1177, 1177
68, 117700, 1177, 1177
69, 117700, 1177, 1177
70, 117700, 1177, 1177
71, 117700, 1177, 1177
72, 117700, 1177, 1177
73, 117700, 1177, 1177
74, 117700, 1177, 1177
75, 117700, 1177, 1177
76, 117700, 1177, 1177
77, 117700, 1177, 1177
78, 117700, 1177, 1177
79, 117700, 1177, 1177
80, 117700, 1177, 1177
81, 117700, 1177, 1177
82, 117700, 1177, 1177
83, 117700, 1177, 1177
84, 117700, 1177, 1177
85, 117700, 1177, 1177
86, 117700, 1177, 1177
87, 117700, 1177, 1177
88, 117700, 1177, 1177
89, 117700, 1177, 1177
90, 117700, 1177, 1177
91, 117700, 1177, 1177
